ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,PotCntct,PotGap,PotPow,PotEye,PotKs,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CAb,CArm,P,C,1B,2B,3B,SS,LF,CF,RF,Speed,Steal,Run,SacBunt,BuntHit,Stf,Mov,Ctrl,PotStf,PotMov,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead
8981,"Coy King",RP,111,368,17,5,23,179,R,R,35,35,25,25,30,40,35,25,25,35,35,30,45,25,25,35,30,20,25,50,0,0,0,0,0,0,0,0,25,20,20,65,25,45,40,30,55,40,35,94-96,57,55,60,50,0,0,40,35,30,0,50,0,0,0,0,50,0,0,50,35,50,0,55,0,0,0,0,L,N,N,H,N
8982,"Tommy Williams",SP,0,0,0,0,18,203,L,L,30,25,20,25,25,40,35,25,30,40,20,30,40,20,30,30,30,20,20,20,0,0,0,0,0,0,0,0,25,20,20,50,20,30,35,25,45,35,45,87-89,55,50,60,35,35,0,0,0,20,0,0,0,0,0,0,50,45,0,0,0,30,0,0,0,0,0,0,L,L,H,N,N
8983,"Jeff Kirchner",3B,0,0,0,0,27,185,R,R,45,65,35,45,50,45,65,35,50,50,45,50,70,40,35,45,60,20,20,0,0,0,0,50,0,0,0,0,25,20,20,45,25,20,25,20,20,25,20,80-83,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N
8984,"Desi Dennis",SP,0,0,0,0,24,195,R,R,45,45,40,35,45,45,45,45,35,45,30,35,50,30,70,55,55,20,20,45,0,25,0,0,0,0,65,0,70,55,60,25,40,60,40,55,60,40,55,94-96,49,55,55,60,0,0,60,0,0,0,0,0,0,55,0,60,0,0,60,0,0,0,0,0,0,55,0,N,N,N,H,N
8985,"Sean Michael",RP,0,0,0,0,24,196,R,R,35,40,25,25,30,35,40,25,25,30,25,30,55,25,35,30,30,20,20,40,0,0,0,0,0,0,0,0,20,25,25,60,20,55,30,40,60,30,40,94-96,45,60,80,60,50,0,0,35,0,0,0,0,0,0,0,60,50,0,0,45,0,0,0,0,0,0,0,N,L,N,N,N
8987,"Bob Collier",RF,0,0,0,0,18,190,R,R,35,35,25,25,30,40,45,35,35,45,20,30,50,30,40,45,65,20,20,0,0,0,0,0,0,20,0,20,20,20,20,35,30,20,35,20,20,35,25,80-83,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N
8988,"Don Stark",LF,0,0,0,0,24,181,S,L,45,60,60,55,40,45,60,60,55,40,25,35,35,20,50,55,55,20,20,0,0,0,0,0,0,45,30,45,40,55,55,30,20,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,L,N,N,N
8989,"Alan Hollis",SP,102,120,4,3,23,189,S,R,40,35,25,25,40,45,35,25,25,45,35,20,40,35,30,40,25,20,20,45,0,0,0,0,0,0,0,0,20,20,30,40,20,50,50,40,55,50,45,95-97,55,70,60,55,0,0,60,50,30,0,0,0,0,0,0,60,0,0,60,50,35,0,0,0,0,0,0,N,N,H,N,N
8990,"Johnathan Carver",RF,144,24,24,1,29,184,R,R,70,65,25,35,70,70,65,25,35,70,30,30,35,25,40,55,55,25,20,0,0,0,0,0,0,45,0,35,75,70,80,50,35,20,25,25,20,25,25,80-83,35,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N
8991,"Ron Gaston",SP,0,0,0,0,17,196,R,R,30,30,20,20,30,40,40,20,25,50,35,30,40,25,30,30,35,20,25,50,0,0,0,0,0,0,0,0,20,20,20,45,30,40,35,25,50,40,25,95-97,55,65,35,45,0,0,30,35,25,45,40,0,0,0,0,50,0,0,30,55,45,45,45,0,0,0,0,H,N,H,N,L
8993,"Tommy Green",3B,0,0,0,0,18,187,R,R,30,30,25,25,30,45,40,35,40,55,50,45,75,35,35,45,75,20,20,0,0,0,0,25,0,20,0,20,40,40,30,40,30,20,30,25,20,30,25,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N
8994,"Gus Wright",CF,0,0,0,0,18,189,S,R,40,35,25,25,30,55,55,35,35,50,30,30,55,25,40,45,60,20,20,0,0,20,0,0,0,20,0,20,35,30,20,25,20,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
8997,"Danny Daniels",SP,0,0,0,0,18,187,R,L,20,35,25,20,20,25,45,25,20,25,20,30,55,20,45,30,35,20,20,25,0,0,0,0,0,0,0,0,25,20,20,40,20,30,35,30,45,40,35,87-89,54,50,60,35,35,0,0,0,0,0,0,20,0,0,0,45,50,0,0,0,0,0,0,50,0,0,0,N,H,L,N,N
8998,"Theron Lord",RP,104,144,23,3,23,192,R,R,35,40,25,20,30,35,40,25,20,30,25,35,50,25,25,25,35,20,20,45,0,0,0,0,0,0,0,0,20,25,25,50,20,45,55,60,55,55,70,90-92,62,70,50,45,0,0,40,45,0,0,0,0,0,0,0,45,0,0,40,65,0,0,0,0,0,0,0,H,N,N,H,N
8999,"Dan Scoley",2B,0,0,0,0,21,193,R,R,40,55,25,30,30,45,55,30,45,40,45,40,30,50,45,45,20,20,20,0,0,0,25,0,0,0,0,0,60,75,65,75,60,20,35,20,20,35,20,80-83,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H
9000,"Steve Straub",SS,0,0,0,0,18,186,R,R,40,35,30,30,25,50,45,45,50,45,55,50,55,65,60,50,50,20,20,0,0,0,25,20,25,0,0,25,65,35,35,60,35,20,30,20,20,30,20,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9001,"Dan Warren",SP,106,174,8,4,24,186,S,R,30,40,25,30,25,35,40,25,30,30,30,25,40,30,30,25,35,20,20,40,0,0,0,0,0,0,0,0,25,20,20,80,20,50,40,45,55,40,50,92-94,55,80,35,45,0,0,50,55,25,0,0,0,0,0,0,45,0,0,55,60,25,0,0,0,0,0,0,N,N,L,N,H
9002,"Darrell Craig",RP,144,20,20,1,26,193,R,R,40,35,20,25,50,45,35,25,25,50,35,30,50,40,30,25,35,20,25,50,0,0,0,0,0,0,0,0,25,20,25,60,25,65,60,60,70,60,60,94-96,64,80,35,55,0,0,35,75,0,0,0,0,0,0,0,55,0,0,60,75,0,0,0,0,0,0,0,L,N,N,N,N
9003,"Steve Price",CF,0,0,0,0,18,185,L,L,30,35,20,20,25,40,45,20,30,50,30,30,35,20,55,40,40,20,20,0,0,0,0,0,0,20,20,20,50,35,25,45,40,20,30,20,20,30,20,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N
9006,"Joe Lewis",CF,0,0,0,0,17,193,R,R,25,30,25,25,25,35,40,35,30,35,25,30,50,30,45,35,55,20,25,35,0,0,0,0,0,20,0,20,55,60,50,60,35,25,30,25,35,35,45,83-85,45,60,55,30,0,0,30,0,20,0,0,0,0,0,0,45,0,0,60,0,25,0,0,0,0,0,0,N,L,N,H,N
9010,"Horace Fields",2B,115,261,5,6,18,180,R,R,30,40,20,30,35,40,45,25,45,45,45,50,35,50,35,45,30,20,20,0,0,0,35,0,0,0,0,0,65,45,45,65,40,20,30,25,20,30,25,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9011,"Greg Plant",SP,0,0,0,0,17,195,R,R,20,20,20,20,20,35,30,25,25,30,20,25,40,25,20,30,35,20,20,20,0,0,0,0,0,0,0,0,20,20,20,80,20,30,35,30,45,40,45,87-89,54,65,40,35,0,30,25,0,20,0,30,0,0,0,0,45,0,45,30,0,50,0,40,0,0,0,0,L,L,N,N,N
9012,"Raúl González",CF,0,0,0,0,17,196,R,R,30,35,25,30,25,40,45,35,50,35,25,35,55,35,35,50,55,20,20,0,0,0,0,0,0,20,0,20,50,50,45,35,30,20,30,20,20,30,20,80-83,49,25,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
9013,"Robby Boucher",LF,144,30,30,1,32,194,R,R,60,70,65,60,65,60,70,65,60,65,25,25,45,25,65,65,65,20,20,0,0,0,0,0,0,75,50,60,65,65,60,40,20,20,25,25,20,25,25,80-83,41,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,L,N
9014,"Tim Ruffin",SP,0,0,0,0,17,186,R,R,20,25,25,25,20,25,40,30,30,20,40,35,65,30,35,35,80,20,25,65,0,0,0,0,0,0,0,0,25,20,25,45,20,30,30,25,45,35,40,88-90,48,65,35,35,0,0,0,30,20,0,35,0,0,0,0,45,0,0,0,45,30,0,45,0,0,0,0,N,N,N,N,L
9015,"Dusty Hall",SP,0,0,0,0,20,185,R,R,20,35,25,25,20,40,45,30,35,35,35,35,45,25,30,35,30,20,20,60,0,0,0,0,0,0,0,0,20,20,30,55,25,40,30,30,45,30,40,94-96,49,70,25,45,0,0,0,35,20,40,0,0,0,0,0,55,0,0,0,50,20,45,0,0,0,0,0,N,N,N,N,L
9016,"José Ramírez",SP,0,0,0,0,17,201,R,R,20,30,20,20,20,20,35,20,25,20,20,30,50,30,20,30,35,20,25,20,0,0,0,0,0,0,0,0,20,20,20,45,20,30,35,20,50,40,35,87-89,51,65,55,35,0,0,0,30,20,0,0,0,0,0,0,50,0,0,0,65,30,0,0,0,0,0,0,L,H,N,L,H
9017,"Jim Lloyd",1B,114,257,4,6,18,188,R,R,35,65,45,30,25,50,70,70,45,40,55,35,20,25,40,45,30,20,20,0,0,50,0,0,0,0,0,0,40,20,25,40,40,20,25,20,20,25,20,80-83,40,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N
9018,"Danny Lee",C,0,0,0,0,32,184,L,R,45,55,45,55,50,45,55,45,55,50,30,25,25,25,25,25,25,60,65,0,70,0,0,0,0,0,0,0,20,30,40,35,20,20,30,20,20,30,20,80-83,51,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N
9019,"Doug Erickson",SP,0,0,0,0,18,189,R,R,20,30,25,20,20,40,40,25,30,35,20,30,35,30,25,25,35,20,20,20,0,0,0,0,0,0,0,0,30,20,20,75,20,30,35,25,40,35,35,88-90,55,70,35,35,0,0,35,0,20,0,0,0,0,0,0,45,0,0,50,0,20,0,0,0,0,0,0,N,N,N,N,N
9020,"José Rodríguez",SP,0,0,0,0,18,193,R,R,30,25,20,20,25,40,30,20,20,35,20,30,55,25,35,25,40,20,20,20,0,0,0,0,0,0,0,0,25,20,35,75,20,30,35,25,50,35,40,87-89,51,55,40,35,0,0,0,30,20,0,0,0,0,0,0,55,0,0,0,60,25,0,0,0,0,0,0,N,N,N,L,N
9022,"Tony Edwards",RP,0,0,0,0,17,199,R,R,20,30,20,20,20,30,50,20,25,30,20,20,55,30,35,30,30,20,20,20,0,0,0,0,0,0,0,0,20,20,20,65,20,30,35,25,40,40,25,86-88,52,50,60,30,0,0,0,25,20,30,0,0,0,0,0,45,0,0,0,30,20,35,0,0,0,0,0,N,N,L,N,N
9023,"7840 Cruz",SP,0,0,0,0,21,176,R,R,25,30,20,25,20,35,40,25,30,30,35,40,65,25,35,40,25,20,20,60,0,0,0,0,0,0,0,0,25,25,25,70,20,40,35,30,50,35,45,93-95,50,50,60,55,0,0,0,40,0,0,0,0,0,0,0,65,0,0,0,50,0,0,0,0,0,0,0,N,L,N,N,N
9024,"Jesús Sandoval",SP,101,100,6,2,31,192,L,L,35,35,25,25,30,35,35,25,25,30,35,35,50,25,20,20,25,20,20,50,0,0,0,0,0,0,0,0,30,20,30,80,20,60,50,55,60,50,55,97-99,48,75,60,70,0,0,0,40,40,55,0,0,0,0,0,70,0,0,0,40,40,55,0,0,0,0,0,H,N,N,H,N
9025,"Tim Jones",SP,0,0,0,0,21,192,R,R,25,40,20,25,25,35,45,20,25,35,30,25,45,40,35,30,35,20,20,45,0,0,0,0,0,0,0,0,30,20,20,75,25,35,35,25,45,35,30,90-92,52,80,70,45,0,0,0,30,30,0,40,0,0,0,0,50,0,0,0,30,50,0,45,0,0,0,0,N,N,L,N,N
9026,"Ken Bowman",RF,0,0,0,0,25,186,R,R,45,45,35,35,45,45,45,35,40,50,30,25,30,30,50,45,55,20,20,0,0,0,0,0,0,0,0,30,50,65,60,35,40,20,25,20,20,25,25,80-83,38,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N
9027,"Willie Bridges",SP,0,0,0,0,18,188,S,R,20,25,20,20,20,30,35,20,25,25,25,25,45,25,25,25,20,20,20,35,0,0,0,0,0,0,0,0,20,20,20,70,20,30,35,25,40,45,40,85-87,49,70,20,30,0,0,0,30,30,0,0,0,0,0,0,40,0,0,0,35,60,0,0,0,0,0,0,N,L,N,N,N
9028,"Horace Patrick",RP,0,0,0,0,17,179,L,L,25,25,25,25,25,40,45,30,35,35,30,20,65,20,30,25,40,20,20,40,0,0,0,0,0,0,0,0,20,30,20,60,30,35,45,25,55,50,25,90-92,66,50,60,0,40,0,0,0,20,35,0,0,0,0,0,0,50,0,0,0,20,55,0,0,0,0,0,N,N,N,N,N
9029,"Johnny Dean",RP,110,214,26,5,23,191,R,R,25,30,20,25,25,30,30,25,25,25,25,25,50,25,45,25,30,20,25,35,0,0,0,0,0,0,0,0,20,20,35,40,20,45,30,25,45,30,25,91-93,45,70,65,45,0,0,40,50,35,0,0,0,0,0,0,45,0,0,40,50,40,0,0,0,0,0,0,L,L,N,N,L
9030,"Juan Ramírez",CF,0,0,0,0,17,195,L,R,35,50,35,35,30,45,60,60,65,40,30,25,50,30,45,40,55,20,20,0,0,20,0,0,0,20,0,20,45,25,35,30,20,20,30,20,20,30,20,80-83,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,H,N,N,N
9031,"Joe Stevenson",LF,0,0,0,0,17,191,L,L,30,35,20,30,25,35,45,20,40,35,20,25,35,25,30,35,50,20,20,0,0,0,0,0,0,20,0,20,30,25,20,55,25,20,30,20,20,30,20,80-83,46,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N
9032,"Anders Sørensen",SP,110,207,19,5,21,193,L,R,35,40,20,25,30,40,40,20,25,40,25,25,35,25,25,25,30,20,20,35,0,0,0,0,0,0,0,0,30,30,20,65,20,40,50,35,45,55,45,94-96,60,75,65,55,0,0,35,0,20,0,0,0,0,0,0,65,0,0,40,0,20,0,0,0,0,0,0,L,N,N,N,N
9033,"Rod Mullins",SP,0,0,0,0,17,191,L,L,35,25,20,20,35,40,35,20,20,45,20,25,45,20,25,30,30,20,25,20,0,0,0,0,0,0,0,0,20,20,20,75,20,30,35,25,45,35,45,88-90,56,55,60,35,0,0,0,30,0,35,0,0,0,25,0,45,0,0,0,50,0,45,0,0,0,30,0,N,N,H,N,N
9034,"David Ávila",CF,0,0,0,0,18,189,R,R,35,45,25,25,30,50,50,40,35,50,35,35,55,40,50,60,65,20,20,0,0,0,0,0,0,20,20,20,45,55,50,35,35,20,30,20,20,30,20,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N
9037,"Juan Garza",C,0,0,0,0,21,191,R,R,35,50,25,35,25,45,55,35,45,45,25,35,35,25,30,45,40,35,35,0,25,25,0,0,0,0,0,0,20,20,30,30,25,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,H,L,N
9039,"Wes White",C,0,0,0,0,17,188,R,R,25,30,25,30,20,35,45,35,50,30,25,30,40,25,20,35,40,35,45,0,0,0,0,0,0,0,0,0,20,20,20,35,25,20,30,20,20,30,20,80-83,46,25,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N
9040,"Tim Walters",SP,0,0,0,0,27,193,L,L,45,65,35,45,55,45,65,35,45,55,25,35,55,20,50,60,50,20,20,40,0,0,0,0,0,0,0,0,70,50,45,60,55,55,55,55,55,55,55,96-98,60,45,65,0,60,0,50,0,60,0,0,0,0,0,0,0,60,0,50,0,60,0,0,0,0,0,0,N,H,L,N,N
9041,"Luis Prado",SP,0,0,0,0,30,197,R,R,30,35,20,25,30,30,35,20,25,30,30,35,55,20,25,30,25,20,20,45,0,0,0,0,0,0,0,0,25,20,20,75,25,65,50,45,65,50,45,95-97,67,65,45,65,50,60,0,0,40,0,60,0,0,0,0,65,50,60,0,0,40,0,60,0,0,0,0,N,H,L,N,H
9042,"Bud Gunn",SS,144,22,22,1,28,193,R,R,45,45,25,45,50,50,45,25,50,50,75,80,65,80,45,50,55,20,20,0,0,80,60,0,80,0,0,0,70,70,55,60,30,20,30,25,20,30,25,80-83,47,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,L,N,H
9043,"Dan Goodwin",SP,0,0,0,0,17,193,R,R,20,30,20,20,20,20,40,30,25,20,25,25,50,25,25,25,30,20,20,35,0,0,0,0,0,0,0,0,20,20,20,50,20,35,40,30,40,55,40,93-95,59,55,35,45,0,0,30,0,20,0,0,0,0,0,0,50,0,0,45,0,25,0,0,0,0,0,0,N,N,N,N,N
9044,"Joe Bishop",SP,0,0,0,0,27,186,L,R,50,40,25,35,50,50,40,25,35,50,25,30,50,25,30,25,35,20,20,40,0,0,0,0,0,0,0,0,30,25,30,75,25,65,50,55,65,50,55,94-96,54,40,40,45,0,0,0,65,30,0,65,0,0,0,0,45,0,0,0,65,30,0,65,0,0,0,0,L,H,L,H,N
9045,"Mike Samuels",RP,109,200,4,4,24,176,R,R,35,45,25,25,35,40,45,25,25,40,35,30,55,25,45,30,30,20,20,50,0,0,0,0,0,0,0,0,25,20,20,75,20,40,35,50,50,35,55,92-94,42,75,60,0,0,40,0,35,35,45,0,0,0,0,0,0,0,50,0,40,45,50,0,0,0,0,0,N,N,N,N,H
9047,"Steve Watson",SP,102,121,18,3,23,184,R,R,30,40,25,30,25,30,40,25,30,25,35,35,55,25,40,25,30,20,20,60,0,0,0,0,0,0,0,0,25,20,25,75,20,50,45,45,55,45,55,91-93,48,65,70,50,0,0,0,65,35,0,0,0,0,0,0,50,0,0,0,65,65,0,0,0,0,0,0,L,N,N,N,N
9048,"Dave Williams",C,0,0,0,0,30,184,R,R,40,50,45,55,40,40,50,45,55,40,35,30,35,25,30,30,30,50,60,0,55,0,0,0,0,0,0,0,25,25,25,40,20,20,30,25,20,30,25,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,H
9049,"Chris Gordon",2B,0,0,0,0,18,175,L,R,25,40,25,30,20,35,40,35,40,35,55,55,45,50,35,45,35,20,20,0,0,0,25,0,0,0,0,0,50,40,45,50,35,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9050,"Jesús Valentín",RP,0,0,0,0,26,188,R,R,40,45,25,30,45,40,45,25,35,45,20,45,40,25,30,25,75,20,20,20,0,0,0,0,0,0,0,0,40,25,20,40,20,75,55,35,75,55,35,98-100,54,25,30,75,0,0,0,0,55,0,0,0,0,0,0,75,0,0,0,0,55,0,0,0,0,0,0,N,N,N,N,H
9051,"Tim Strickland",C,113,339,13,6,18,186,S,R,20,35,25,35,25,35,40,30,50,35,30,30,35,20,30,25,35,50,35,0,0,0,0,0,0,0,0,0,25,25,30,55,35,20,30,20,20,30,20,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9052,"Rob Dennis",C,147,463,463,10,18,188,R,R,25,35,25,30,30,40,45,30,50,45,40,30,45,25,40,30,45,60,50,0,30,20,0,0,0,0,0,0,25,20,25,50,30,20,30,20,20,30,20,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9053,"Don Walters",CF,0,0,0,0,17,193,R,R,35,40,25,30,30,50,50,30,40,55,55,40,30,40,50,35,45,20,20,0,0,0,0,0,0,20,20,20,55,50,50,35,35,20,30,20,20,30,25,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,N,H,N
9054,"Brendan Gaston",SS,0,0,0,0,18,186,R,R,25,35,20,25,25,35,45,25,40,40,55,60,45,45,20,40,45,20,20,0,0,20,20,20,20,0,0,0,40,25,30,55,45,20,30,20,20,30,20,80-83,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N
9055,"Lanny Lyon",SP,0,0,0,0,17,188,L,L,25,30,20,25,25,35,40,20,40,30,25,25,45,20,20,25,30,20,25,30,0,0,0,0,0,0,0,0,20,20,20,80,20,25,40,25,35,45,30,87-89,57,50,70,35,0,0,25,0,0,0,0,20,0,0,0,40,0,0,30,0,0,0,0,40,0,0,0,N,N,N,N,N
9057,"Don Carver",SP,0,0,0,0,18,177,R,R,30,30,25,20,25,40,40,30,20,40,20,30,50,30,20,25,30,20,20,20,0,0,0,0,0,0,0,0,30,25,20,60,20,35,35,25,45,45,40,92-94,48,70,25,40,0,0,0,35,20,0,0,0,0,0,0,45,0,0,0,50,50,0,0,0,0,0,0,N,H,L,N,N
9058,"Andy Smith",RP,0,0,0,0,23,190,R,R,35,35,20,30,25,35,35,20,35,35,30,25,45,20,25,30,30,20,20,40,0,0,0,0,0,0,0,0,25,30,35,75,20,35,35,20,35,35,20,86-88,52,55,70,30,0,40,0,0,20,0,35,0,0,0,0,30,0,40,0,0,25,0,35,0,0,0,0,H,L,N,L,N
9059,"Ben Langford",RF,0,0,0,0,18,195,L,L,35,40,25,25,30,40,45,50,35,50,25,25,30,20,45,35,45,20,20,0,0,0,0,0,0,20,0,20,40,30,20,30,30,20,30,20,20,30,20,80-83,49,25,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9062,"Raúl Blanco",RF,-144,12,12,,20,187,R,R,30,30,20,30,25,40,40,35,45,40,30,30,50,30,50,45,55,20,25,0,0,0,0,0,0,25,20,25,35,35,40,60,20,20,25,20,20,25,20,80-83,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,L
9064,"Chris Hess",SS,0,0,0,0,18,198,L,R,35,35,25,25,30,45,40,35,25,40,40,40,50,40,40,40,55,20,25,0,0,0,20,20,0,20,0,20,70,65,65,50,20,20,30,20,20,30,20,80-83,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,H
9066,"José Lara",SP,0,0,0,0,32,192,R,R,30,35,20,30,25,30,35,20,30,25,20,35,55,25,60,35,55,20,20,25,0,0,0,0,0,0,0,0,20,20,20,60,25,60,45,60,60,45,60,90-92,50,80,30,55,0,0,0,70,50,0,0,0,0,0,0,55,0,0,0,70,50,0,0,0,0,0,0,L,H,N,N,N
9068,"Kevin Spencer",RF,0,0,0,0,18,194,L,L,35,35,25,25,30,45,55,35,40,55,20,25,40,20,40,50,55,20,20,0,0,0,0,0,0,20,0,20,60,50,50,30,20,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N
9069,"Lou Rogers",SS,0,0,0,0,18,193,R,R,30,25,20,25,25,40,40,30,45,45,50,40,65,50,20,45,60,20,20,0,0,0,20,20,20,0,0,0,55,50,45,30,35,20,25,20,20,25,20,80-83,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N
9070,"José Brito",SP,0,0,0,0,17,197,R,R,25,20,20,25,25,35,35,20,35,35,35,35,35,20,25,30,40,20,20,50,0,0,0,0,0,0,0,0,20,20,20,80,20,35,35,20,45,45,25,89-91,57,70,60,35,35,0,0,30,20,0,0,0,0,0,0,45,50,0,0,35,20,0,0,0,0,0,0,N,L,L,N,N
9071,"Tomás Mejía",C,145,407,407,11,15,192,R,R,20,30,25,40,20,35,40,30,65,30,45,40,35,25,25,40,30,50,45,0,0,0,0,0,0,0,0,0,30,30,30,50,35,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
9072,"Nate Neal",RP,144,13,13,1,27,182,S,R,35,35,25,30,35,35,35,25,30,40,25,30,45,25,30,30,25,20,20,35,0,0,0,0,0,0,0,0,25,20,20,50,20,65,50,60,70,50,65,96-98,55,55,40,60,0,60,0,0,65,0,0,0,0,0,0,65,0,65,0,0,65,0,0,0,0,0,0,N,H,N,N,H
9073,"Josh Burton",2B,0,0,0,0,26,191,S,R,60,65,30,35,65,60,65,30,35,70,45,55,40,65,25,55,35,20,25,70,0,70,50,0,20,0,0,0,45,50,35,55,45,55,50,60,55,50,60,94-96,48,55,30,55,0,50,60,0,55,0,0,0,0,0,0,55,0,50,60,0,55,0,0,0,0,0,0,N,N,N,N,H
9074,"Tim Galloway",CF,0,0,0,0,17,185,S,R,25,30,20,25,25,35,45,35,30,30,45,35,35,35,45,40,50,20,20,0,0,0,0,0,0,20,20,20,25,45,35,35,20,20,30,20,20,30,20,80-83,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,H,N
9078,"Ed Speechley",RP,0,0,0,0,21,183,L,L,40,60,50,45,30,45,60,70,50,40,20,30,50,25,55,45,35,20,20,20,0,20,0,0,0,25,20,0,75,70,80,35,20,55,55,30,80,60,35,97-99,64,30,50,55,0,0,45,0,0,0,50,0,0,0,0,70,0,0,75,0,0,0,60,0,0,0,0,N,N,N,H,N
9079,"Bruno Smith",2B,0,0,0,0,23,188,S,R,45,50,45,35,50,45,50,45,35,55,35,40,30,65,30,35,25,20,20,0,0,0,25,0,0,0,0,0,40,30,25,35,20,20,30,20,20,30,20,80-83,47,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N
9081,"Andy Giles",C,0,0,0,0,17,189,R,R,25,35,25,25,25,35,45,30,35,40,35,40,50,20,25,45,50,35,45,0,0,0,0,0,0,0,0,0,20,25,25,50,20,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
