"ID","First Name","Last Name","Team ID","Parent Team ID","Level","Pos","Role","Age","Retired"
11766,Daryl,Boyd,0,0,0,1,12,31,1
11767,Lúcio,González,199,25,4,1,12,23,0
11769,José,Sánchez,100,6,2,2,0,30,0
11770,Tim,Dale,177,7,4,7,0,24,0
11772,Jorge,Rodríguez,17,0,1,1,11,24,0
11773,Daniel,Otero,395,0,11,5,0,16,0
11775,Joe,Witt,107,28,2,1,12,32,0
11776,Chad,Jordan,169,27,4,5,0,25,0
11777,Curt,Pritchard,174,8,4,9,0,23,0
11784,Eric,Hansen,25,0,1,8,0,30,0
11785,Zander,Byrd,0,0,0,2,0,20,0
11786,Jermaine,Miller,97,22,2,1,12,23,0
11787,Chris,Ivey,217,10,5,6,0,20,0
11788,Dan,Allen,0,0,0,8,0,43,1
11790,Steve,Caldwell,114,25,2,2,0,30,0
11791,Eddie,Barker,0,0,0,1,12,25,0
11793,Eric,Woods,0,0,0,5,0,31,0
11794,Dusty,Beach,117,9,3,1,11,23,0
11795,Alex,Tucker,395,0,11,4,0,17,0
11796,Eric,Hartley,0,0,0,1,11,21,0
11798,Walt,Robles,132,24,3,2,0,26,0
11799,Dave,Jeffers,0,0,0,1,11,29,0
11800,Pancho,Oliveira,0,0,0,1,11,39,1
11801,Dan,Miller,107,28,2,5,0,23,0
11802,Tim,Edwards,106,15,2,4,0,26,0
11803,Théophile,Blanc,141,13,3,5,0,25,0
11804,Jeff,Law,0,0,0,1,11,33,1
11805,Ed,Carter,113,9,2,1,12,30,0
11806,Edmondo,Carpeggiani,395,0,11,3,0,15,0
11807,Curt,Olson,108,16,2,2,0,24,0
11808,Jim,Davis,0,0,0,5,0,39,1
11809,Johnny,McCall,101,26,2,9,0,23,0
11810,Arturo,Alvarado,0,0,0,7,0,40,1
11812,Ed,White,27,0,1,6,0,38,0
11814,Len,Baxter,0,0,0,1,12,28,0
11816,Miguel Angel,Santos,0,0,0,5,0,43,1
11817,Bob,Jordan,0,0,0,1,11,33,1
11818,Mike,O'Curnin,224,6,5,1,11,24,0
11819,Mike,Dalton,22,0,1,5,0,34,0
11820,Toshiaki,Yamamoto,0,0,0,4,0,44,1
11821,Jonathan,Thompson,104,11,2,9,0,27,0
11822,Kieran,Lewis,251,29,6,2,0,18,0
11823,Jonathan,Robertson,199,25,4,6,0,24,0
11825,Rudy,Mayes,0,0,0,2,0,40,1
11826,Ethan,Brady,0,0,0,1,11,20,0
11827,Mike,Thompson,0,0,0,2,0,31,1
11829,Clarence,Vaught,114,25,2,1,12,35,0
11830,Ken,Wilson,152,14,4,6,0,24,0
11831,Brendan,Brady,138,14,3,1,11,26,0
11832,Bahadur,Ali,0,0,0,9,0,29,0
11833,Wilson,Velázquez,0,0,0,2,0,17,0
11834,Joe,Clement,18,0,1,9,0,26,0
11835,Willie,Mitchell,0,0,0,3,0,18,0
11837,Jim,Snow,0,0,0,8,0,31,0
11838,Clarence,Roberts,22,0,1,4,0,28,0
11839,Héctor,Vargo,114,25,2,1,11,34,0
11841,Willie,Stuart,395,0,11,2,0,16,0
11842,Marlon,Blain,105,29,2,4,0,32,0
11843,P.J.,Zimmerman,0,0,0,4,0,39,1
11845,Jimmy,Richardson,116,19,3,1,11,25,0
11849,Mitch,López,0,0,0,1,12,33,0
11850,Orlando,Jiménez,92,5,2,1,12,26,0
11851,Iván,Hernádes,0,0,0,1,11,35,1
11852,Damian,Quinn,248,26,6,1,11,19,0
11853,Steve,Davis,28,0,1,1,11,33,0
11855,Bob,Childers,204,2,4,1,11,24,0
11856,Chris,Gunther,144,23,3,1,12,25,0
11857,Loren,Cox,338,5,6,1,12,20,0
11858,Rusty,Lilly,395,0,11,1,12,17,0
11859,Dani,Díaz,133,5,3,2,0,29,0
11860,Ron,Weaver,26,0,1,1,11,30,0
11861,Don,Andrews,108,16,2,9,0,29,0
11863,Kevin,Thomas,395,0,11,1,12,17,0
11864,Greg,Sullivan,395,0,11,1,12,16,0
11867,Tomás,Rosales,395,0,11,1,13,17,0
11870,Bob,Scott,0,0,0,5,0,40,1
11871,Abdul Rehman,Lone,6,0,1,8,0,30,0
11872,Rudy,Goode,0,0,0,1,11,20,0
11873,Joe,Rodríguez,395,0,11,1,12,17,0
11874,Juan,González,0,0,0,1,12,33,1
11876,Jim,Lyons,110,14,2,6,0,27,0
11879,Bob,Brinson,0,0,0,1,11,31,1
11880,Mike,Lynch,8,0,1,4,0,31,0
11881,Tommy,Anderson,0,0,0,1,12,38,1
11882,Ben,Brown,0,0,0,9,0,36,1
11886,Cristián,Flores,0,0,0,1,11,32,0
11888,Ken,Winters,395,0,11,1,11,16,0
11889,Mal,Booker,200,4,4,8,0,24,0
11890,Jeff,Montgomery,0,0,0,8,0,29,0
11891,Chris,Andrews,0,0,0,1,11,32,1
11893,Sean,Cooke,0,0,0,1,12,23,0
11894,Ron,Hammond,395,0,11,1,11,16,0
11896,Billy,Jacobs,0,0,0,2,0,23,0
11897,Steve,Perry,115,1,2,2,0,27,0
11900,Andy,Beatty,13,0,1,1,12,27,0
11901,José,Ortíz,0,0,0,8,0,39,1
11903,Sam,Pate,0,0,0,3,0,34,1
11906,Geoffrey,Stone,134,2,3,1,13,26,0
11907,Theron,Smith,0,0,0,4,0,20,0
11908,Clint,Scott,141,13,3,3,0,25,0
11909,Dave,Welsh,0,0,0,9,0,21,0
11911,Doug,Gray,0,0,0,1,11,26,0
11913,Jon,Jackson,109,23,2,1,12,28,0
11916,José,Rivas,395,0,11,1,12,16,0
11918,Luis,García,395,0,11,1,11,16,0
11920,Jorge,Díaz,191,30,4,1,12,24,0
11923,Arturo,Díaz,10,0,1,4,0,35,0
11926,Don,Jones,0,0,0,5,0,19,0
11927,Tim,Williams,0,0,0,6,0,36,1
11928,Tim,Hudson,100,6,2,5,0,32,0
11929,Daryl,Dixon,395,0,11,1,11,16,0
11930,Ben,Anderson,5,0,1,1,12,31,0
11931,Curt,Dalton,0,0,0,7,0,36,1
11932,Steve,Allen,204,2,4,4,0,24,0
11933,Chris,Cole,395,0,11,1,11,16,0
11934,Eric,MacNamara,8,0,1,3,0,30,0
11935,José Antonio,Meléndez,338,5,6,1,12,20,0
11937,Marlon,Wright,0,0,0,1,12,27,0
11939,Steve,Davis,119,25,3,4,0,28,0
11942,Jesús,Cruz,99,10,2,1,13,32,0
11943,Derek,Ashmore,114,25,2,1,12,29,0
11946,Steve,Lord,151,28,4,9,0,24,0
11955,Héctor,García,0,0,0,5,0,26,0
11959,Jim,Kuhn,0,0,0,1,12,34,0
11963,Jeremy,Simms,94,3,2,1,11,25,0
11966,Jim,Moore,0,0,0,1,12,39,1
11967,Wes,Webb,0,0,0,1,11,27,0
11968,Steve,Gilliam,0,0,0,6,0,42,1
11970,Luis,Navarro,0,0,0,6,0,40,1
11971,Dave,Griffith,144,23,3,1,12,25,0
11973,Mike,MacGillonie,0,0,0,1,11,20,0
11976,Tony,Jones,161,6,4,8,0,25,0
11978,Clarence,Houston,389,0,11,2,0,16,0
11981,Jim,O'Rorke,0,0,0,1,12,32,1
11983,Steve,Boyd,11,0,1,1,13,29,0
11984,Mike,Rice,0,0,0,2,0,37,1
11987,Colm,Prodham,28,0,1,2,0,17,0
11991,Jonathan,Kendrick,22,0,1,1,11,31,0
11993,Stan,O'Dell,12,0,1,9,0,28,0
11998,Jorge,Cavazos,88,4,2,9,0,24,0
11999,Ted,Bolden,92,5,2,1,11,29,0
12000,Jon,Miles,182,20,4,1,12,24,0
12002,Artie,Davis,9,0,1,1,12,25,0
12005,Rod,Cummins,180,6,4,5,0,25,0
12008,Jim,Dickinson,121,18,3,1,11,27,0
12009,Wilson,Bruno,0,0,0,8,0,17,0
12013,Shawn,Hash,21,0,1,1,12,32,0
12015,Tony,Cox,0,0,0,2,0,29,0
12019,Dave,Thompson,0,0,0,1,11,32,0
12021,Kip,Harris,0,0,0,2,0,30,0
12022,Johnathan,Calhoun,0,0,0,5,0,27,0
12023,Marc,Smith,0,0,0,3,0,20,0
12025,Darryl,Méndez,0,0,0,8,0,37,1
12026,Jeff,Barker,0,0,0,3,0,23,0
12028,José,Macíes,0,0,0,1,12,21,0
12029,Manny,Blanco,389,0,11,8,0,17,0
12030,Mario,Espinoza,13,0,1,1,13,32,0
12031,Jeff,McDonald,0,0,0,1,11,17,0
12032,Tony,Morales,90,18,2,4,0,29,0
12033,Jim,Davis,0,0,0,1,12,34,0
12034,Mike,Jordan,29,0,1,1,12,25,0
12035,Raúl,Fernández,0,0,0,9,0,21,0
12039,Don,Lane,19,0,1,8,0,31,0
12041,Luis,Pérez,29,0,1,2,0,31,0
12042,Charlie,Ford,389,0,11,3,0,17,0
12043,Dan,Burke,0,0,0,1,12,36,1
12045,Ed,Mason,0,0,0,8,0,25,0
12048,Pete,Kelly,389,0,11,7,0,16,0
12049,Bobby,James,0,0,0,1,11,37,1
12055,Ben,White,0,0,0,7,0,36,1
12056,Dan,Carson,0,0,0,8,0,33,1
12057,Tim,Davis,0,0,0,1,11,36,1
12058,Willie,Anderson,27,0,1,1,12,29,0
12059,Ron,Johnson,389,0,11,4,0,16,0
12060,Ernesto,Martínez,0,0,0,1,12,20,0
12061,Alec,Bamber,8,0,1,9,0,25,0
12062,Walt,Bishop,0,0,0,1,11,29,0
12065,Josh,Teague,389,0,11,9,0,15,0
12068,Juan Jose,Reyes,24,0,1,6,0,26,0
12069,Kurt,Henderson,0,0,0,1,11,36,1
12071,Gil,Tatum,2,0,1,4,0,19,0
12072,Pete,Wolf,196,16,4,6,0,24,0
12073,José,Castillo,110,14,2,1,11,23,0
12074,Jim,Lund,0,0,0,1,12,36,1
12076,Mike,King,247,11,6,7,0,21,0
12077,John,Battist,0,0,0,2,0,30,1
12078,Jorge,Montoya,2,0,1,3,0,20,0
12079,Max,Tuttle,134,2,3,9,0,26,0
12080,Randy,Lang,106,15,2,1,11,28,0
12081,Dave,Lake,0,0,0,1,12,42,1
12082,Willie,Thomas,0,0,0,1,12,19,0
12083,Andy,Blankenship,0,0,0,6,0,37,1
12085,Raúl,Cruz,0,0,0,1,11,29,0
12086,Rob,Jackson,0,0,0,2,0,21,0
12087,Jamie,O'Toole,0,0,0,4,0,32,1
12088,Monty,Fowler,0,0,0,4,0,37,1
12089,Alan,Jones,183,14,4,4,0,24,0
12090,Chris,Jordan,178,23,4,6,0,24,0
12091,Scot,Reynolds,143,20,3,4,0,25,0
12092,Eric,McCauley,91,19,2,9,0,26,0
12094,Jeremy,Gilbert,389,0,11,5,0,17,0
12095,Eric,Gaines,108,16,2,5,0,24,0
12096,Josh,Werner,176,15,4,1,11,20,0
12100,Ian,Bryant,128,11,3,1,11,28,0
12102,Billy,Bruce,0,0,0,1,12,40,1
12103,Mike,Wright,218,12,5,1,12,21,0
12105,Jerry,Moon,0,0,0,2,0,44,1
12106,Greg,Wiggins,0,0,0,1,12,27,0
12107,Rod,Hairston,0,0,0,6,0,28,0
12108,Darren,Barrett,0,0,0,9,0,41,1
12109,Artie,Graves,287,12,6,4,0,19,0
12111,Joe,McKenzie,0,0,0,3,0,33,1
12112,Rob,Fleming,0,0,0,6,0,21,0
12113,Joe,Valentine,103,13,2,1,12,26,0
12115,Ernesto,Ruíz,97,22,2,1,12,26,0
12117,Willie,Berry,0,0,0,8,0,17,0
12119,Ken,Jacobs,0,0,0,1,11,30,1
12120,Ted,Ashe,197,11,4,6,0,24,0
12121,Jonathan,Lee,123,22,3,9,0,23,0
12124,Derek,Marston,107,28,2,1,12,29,0
12125,Oscar,Franks,213,8,5,6,0,24,0
12127,Caleb,Conway,0,0,0,8,0,21,0
12128,Ben,Yates,124,3,3,8,0,25,0
12129,Juan,Silva,131,6,3,9,0,24,0
12131,Jim,Meade,122,8,3,1,11,23,0
12133,Juan,Vélez,0,0,0,2,0,21,0
12134,Joe,Harper,0,0,0,1,12,35,1
12135,Rob,Dempsey,0,0,0,1,12,35,1
12136,Eric,Cunningham,185,28,4,8,0,20,0
12137,Chris,Alston,113,9,2,1,12,29,0
12139,Elvis,Miranda,215,21,5,1,11,24,0
12140,Julián,Silva,171,29,4,5,0,24,0
12141,Jerry,Wells,238,16,6,3,0,19,0
12142,Ken,Meyers,0,0,0,2,0,33,1
12143,Bob,Johnson,0,0,0,5,0,26,0
12144,Steve,Davis,0,0,0,1,12,23,0
12146,Edgardo,González,225,24,5,6,0,20,0
12147,Billy,Martínez,0,0,0,7,0,33,0
12148,Steve,Smith,18,0,1,1,11,23,0
12149,Bennie,Gilbert,0,0,0,1,12,26,0
12150,Pat,White,15,0,1,2,0,26,0
12152,Marc,O'Donnell,0,0,0,1,11,20,0
12153,Chris,Stafford,218,12,5,1,12,23,0
12155,Jerry,Jones,119,25,3,1,11,27,0
12156,Duane,Crow,0,0,0,2,0,36,1
12157,Leonardo,Valdéz,0,0,0,3,0,37,1
12159,Billy,Turner,0,0,0,1,11,20,0
12160,Ken,Fritz,0,0,0,7,0,35,1
12161,Doug,Bonney,0,0,0,7,0,37,1
12163,Eli,Thomas,0,0,0,7,0,31,1
12164,Tynan,Harper,131,6,3,1,13,27,0
12166,Bob,Ferris,103,13,2,1,12,26,0
12168,Jonathan,Holland,0,0,0,5,0,18,0
12170,Steve,Joyner,0,0,0,9,0,20,0
12174,Andy,Brown,206,3,5,1,12,20,0
12176,Teimua,Yunipingu,0,0,0,7,0,31,1
12177,Rodrigo,Sánchez,0,0,0,7,0,36,1
12178,Chris,Hayes,11,0,1,8,0,28,0
12179,Shawn,Graves,0,0,0,3,0,39,1
12180,Chris,Jarmon,389,0,11,8,0,18,0
12181,Tomás,Pacheco,216,4,5,1,12,23,0
12182,Curt,Murphy,0,0,0,1,12,25,0
12184,Aurelio,González,90,18,2,1,11,29,0
12185,Noel,Martin,187,26,4,1,12,23,0
12188,Dave,Wilkerson,0,0,0,1,11,21,0
12190,Jeff,Taylor,0,0,0,2,0,25,0
12191,Manny,Otero,0,0,0,3,0,20,0
12192,Alex,Overhill,389,0,11,2,0,16,0
12193,Walt,Jackson,389,0,11,2,0,15,0
12194,Robby,Scott,0,0,0,1,12,24,0
12195,Tim,Carson,166,11,4,9,0,24,0
12197,Damian,Jackson,0,0,0,2,0,36,1
12201,Dave,Goodwin,0,0,0,2,0,37,1
12204,Andy,Hobbs,108,16,2,1,12,32,0
12205,Pete,Spoon,98,7,2,1,12,27,0
12206,Altoon,Coleman,0,0,0,1,12,46,1
12208,Mike,Thomason,188,12,4,3,0,23,0
12209,Eric,Simpson,139,26,3,8,0,22,0
12210,Jeremy,Hutchison,155,15,4,1,11,23,0
12211,Kevin,Sampson,0,0,0,1,11,19,0
12212,Phil,Shaffer,376,19,6,4,0,20,0
12213,Dave,Brown,134,2,3,1,12,24,0
12214,Cliff,Thompson,0,0,0,1,12,19,0
12215,Jorge,Plascenciz,0,0,0,1,12,40,1
12216,Greg,Wade,173,10,4,1,12,23,0
12217,Juan Carlos,Cabrera,17,0,1,9,0,30,0
12219,Pancho,Rodríguez,90,18,2,6,0,28,0
12220,Joe,Hall,196,16,4,1,11,24,0
12221,Ben,Gardner,260,7,6,1,12,20,0
12222,José,González,389,0,11,1,12,16,0
12223,Tim,Hill,166,11,4,1,11,23,0
12224,Ken,Woods,0,0,0,5,0,23,0
12225,Phil,Garner,361,6,6,5,0,20,0
12226,Chad,Welch,158,30,4,8,0,23,0
12227,Sebastian,Cobbold,8,0,1,1,11,17,0
12228,Ron,Goodman,247,11,6,1,12,20,0
12229,Danny,Cook,96,30,2,1,11,24,0
12230,Bob,Lindsey,99,10,2,1,11,24,0
12233,Shawn,Cooley,183,14,4,5,0,22,0
12234,Pete,Fountain,0,0,0,1,12,20,0
12235,Ken,West,121,18,3,6,0,25,0
12236,T.J.,King,0,0,0,6,0,41,1
12237,Mike,Morgan,0,0,0,9,0,34,1
12238,Marc,Emerson,109,23,2,6,0,29,0
12239,Pete,Campbell,8,0,1,1,13,28,0
12240,Lou,Hill,0,0,0,3,0,20,0
12241,Steve,Barry,389,0,11,1,13,15,0
12244,Dave,Orozco,176,15,4,7,0,20,0
12245,Doug,Melton,0,0,0,1,11,35,1
12246,Kevin,Warren,165,7,4,7,0,23,0
12247,Chad,Casey,0,0,0,1,12,20,0
12248,José,Vargas,165,7,4,7,0,23,0
12249,Jesús,Perales,0,0,0,1,11,40,1
12250,Dave,Welsh,0,0,0,1,11,33,1
12251,Juan,García,264,9,6,7,0,19,0
12253,Bobby,Park,154,4,4,9,0,25,0
12254,José,García,0,0,0,2,0,32,1
12255,Elvis,Smith,0,0,0,1,11,31,1
12257,Wilfred,Turner,134,2,3,1,11,25,0
12258,Tim,Stephenson,0,0,0,1,11,17,0
12259,Steve,Tate,0,0,0,3,0,27,0
12260,Daron,Watson,106,15,2,1,11,29,0
12261,Nate,Knox,261,5,6,1,12,22,0
12262,Jeff,King,163,5,4,4,0,25,0
12263,Brad,Hayes,188,12,4,8,0,23,0
12264,Rex,Owens,351,22,6,1,11,20,0
12265,Daron,Davis,339,13,6,4,0,20,0
12266,Cal,Chase,389,0,11,1,11,15,0
12267,Jorge,Ramírez,186,1,4,8,0,22,0
12268,Luis,De Los Santos,156,3,4,1,11,22,0
12269,Tim,Woods,20,0,1,1,11,28,0
12270,Bud,Barnett,262,16,6,5,0,22,0
12271,Joe,Taylor,0,0,0,1,12,40,1
12272,Pat,Mason,350,18,6,1,12,22,0
12274,Nate,Henderson,0,0,0,2,0,41,1
12275,Mike,Young,389,0,11,1,12,17,0
12277,Tim,Barnes,0,0,0,8,0,41,1
12279,Stan,Jarvis,116,19,3,6,0,23,0
12281,Pat,Meyer,112,12,2,4,0,27,0
12284,Derek,Murphy,29,0,1,1,12,27,0
12285,Jarrod,Mueller,0,0,0,3,0,33,1
12286,Bobby,Henderson,3,0,1,1,12,31,0
12287,Ed,Finch,389,0,11,1,11,16,0
12288,Rob,Kelly,127,21,3,1,12,28,0
12289,Ben,Stone,389,0,11,1,11,15,0
12290,Tim,Miller,0,0,0,9,0,27,0
12291,Kevin,Roberts,27,0,1,1,12,26,0
12293,Elroy,Cameron,29,0,1,1,12,29,0
12294,Steve,Roberts,0,0,0,1,11,20,0
12295,Phil,Donaldson,146,24,4,8,0,22,0
12296,José,Morán,0,0,0,1,12,28,0
12298,Benny,Greenwood,0,0,0,6,0,17,0
12299,Lonnie,Nelson,389,0,11,1,11,16,0
12300,Greg,Billings,262,16,6,1,12,22,0
12301,Arup,Ravikumar,216,4,5,5,0,22,0
12302,José,Núñez,0,0,0,1,11,41,1
12303,Jeremy,Sutton,349,17,6,5,0,19,0
12304,Randy,Kimball,0,0,0,1,11,31,0
12305,Chris,Lynch,100,6,2,4,0,28,0
12306,Lonnie,Watson,87,21,2,4,0,27,0
12307,Norbert,Johnson,0,0,0,6,0,29,0
12308,Cedric,Thomas,0,0,0,4,0,19,0
12309,Jeff,Walsh,0,0,0,3,0,37,1
12310,Luis,Orozco,0,0,0,5,0,36,1
12312,Randy,Polk,389,0,11,1,12,16,0
12314,Alfredo,Venegas,157,22,4,4,0,22,0
12315,Joe,Hicks,221,28,5,1,11,19,0
12316,Jake,Marshall,0,0,0,9,0,20,0
12317,Greg,Thompson,373,2,5,1,11,23,0
12318,Juan,Fernández,372,5,5,9,0,23,0
12319,Clarence,Potter,93,27,2,1,12,27,0
12320,Tim,Quick,0,0,0,1,11,36,1
12321,Juan,Beltrán,0,0,0,8,0,35,1
12323,Jorge,Rivera,17,0,1,1,13,30,0
12324,Willie,Chambers,138,14,3,1,11,23,0
12325,Jon,Webster,189,24,4,8,0,22,0
12326,Phil,Fernández,177,7,4,7,0,22,0
12327,Pete,Beard,171,29,4,1,13,25,0
12328,Mike,Taylor,2,0,1,6,0,20,0
12329,Mitch,Rigney,211,11,5,6,0,22,0
12330,Joe,Cox,0,0,0,1,11,20,0
12331,Nolan,Williams,0,0,0,5,0,46,1
12332,Tony,Navarro,4,0,1,1,11,17,0
12333,Derek,Burke,192,22,4,1,11,19,0
12334,Kevin,Campbell,189,24,4,1,11,24,0
12335,Jesús,Maldonado,267,14,6,4,0,19,0
12336,Jesús,García,287,12,6,1,12,19,0
12337,Dan,Weiss,213,8,5,1,11,19,0
12338,Jared,Lindsley,343,12,6,4,0,19,0
12339,Pat,Boix,0,0,0,2,0,23,0
12340,Dave,Taylor,149,20,4,1,11,22,0
12341,Tony,Anderson,244,25,6,1,12,22,0
12342,Steve,Miller,0,0,0,6,0,19,0
12343,Robbie,Maxwell,0,0,0,1,12,22,0
12344,Bob,Brown,262,16,6,4,0,22,0
12345,Jim,Tolbert,0,0,0,7,0,35,1
12346,Bert,Johnson,350,18,6,1,11,19,0
12348,Mario,Jaramillo,217,10,5,8,0,22,0
12349,Dusty,Brooks,261,5,6,5,0,22,0
12350,Pat,Thurman,260,7,6,1,11,21,0
12351,José,Ramos,28,0,1,2,0,32,0
12352,Harald,Brown,153,23,4,5,0,24,0
12353,Byuzand,Izmahlova,110,14,2,1,11,27,0
12354,Tony,Caballero,378,28,6,8,0,22,0
12355,Jim,Hansen,182,20,4,1,12,23,0
12356,José,Hernández,288,25,6,3,0,19,0
12358,Adrián,Guerrero,0,0,0,3,0,27,0
12359,Jake,Childress,0,0,0,7,0,16,0
12360,Steffen,Phillips,14,0,1,1,12,25,0
12361,Tim,Whitley,0,0,0,1,12,26,0
12362,Joel,Martin,255,22,6,1,12,19,0
12363,Phil,Hutchinson,0,0,0,1,12,19,0
12364,Dan,Cherry,261,5,6,1,12,19,0
12365,Ken,Stewart,0,0,0,2,0,20,0
12366,Alan,McDowell,0,0,0,4,0,33,0
12367,Luis Miguel,Guevara,0,0,0,9,0,33,1
12368,Bret,Marshall,0,0,0,7,0,33,0
12370,Zane,Black,0,0,0,1,12,38,1
12371,Derek,Jennings,218,12,5,7,0,23,0
12372,Rob,Thompson,103,13,2,1,11,30,0
12373,Ted,O'Halloran,199,25,4,2,0,23,0
12374,Steve,Young,0,0,0,1,11,27,0
12375,Steve,Carr,377,24,6,1,11,19,0
12376,Bobby,Willis,172,17,4,2,0,22,0
12377,José,Pacheco,0,0,0,4,0,39,1
12378,Raúl,Slegen,107,28,2,8,0,23,0
12379,Randy,Gonzáles,376,19,6,1,12,22,0
12380,Jim,Dickinson,0,0,0,2,0,27,0
12381,Bob,Heath,0,0,0,8,0,19,0
12382,Moses,Kokoris,16,0,1,1,12,33,0
12384,Ed,Olson,97,22,2,1,12,26,0
12385,Bert,Cavazos,196,16,4,1,11,22,0
12386,Dave,Nelson,107,28,2,3,0,29,0
12387,Clint,Webb,163,5,4,8,0,27,0
12388,Rob,Brown,175,18,4,4,0,22,0
12389,Steve,Harvey,0,0,0,4,0,34,1
12390,Chuck,Bradford,0,0,0,1,11,21,0
12392,Sal,Anderson,24,0,1,1,11,28,0
12394,Kevin,Kirkpatrick,24,0,1,1,13,29,0
12395,Joe,Guzmán,363,21,6,1,12,20,0
12396,Marc,Williams,260,7,6,1,12,19,0
12398,Ricky,Harris,0,0,0,1,12,32,1
12399,Kevin,Eaton,2,0,1,1,12,27,0
12400,Eric,Diller,490,0,10,1,12,18,0
12401,Jorge,Ramírez,125,10,3,1,12,25,0
12402,Jake,Hudson,260,7,6,6,0,19,0
12404,Jesús,Luér,0,0,0,1,11,41,1
12405,Curt,Farmer,380,4,6,6,0,22,0
12406,Darren,Hart,256,7,6,1,12,19,0
12407,Micah,Jackson,16,0,1,1,11,27,0
12408,Jimmy,Boyle,114,25,2,7,0,29,0
12409,Coy,Knight,0,0,0,4,0,21,0
12410,Alush,Bushati,149,20,4,1,12,24,0
12411,Mike,Thomas,248,26,6,5,0,19,0
12412,Bob,Ritchie,16,0,1,1,11,31,0
12413,Pat,Blair,0,0,0,1,12,37,1
12414,Benjy,Davidson,0,0,0,5,0,36,1
12415,Tommy,Negura,151,28,4,1,12,24,0
12417,Jared,Barker,118,29,3,1,11,25,0
12418,Jayson,Byers,176,15,4,3,0,22,0
12419,Jim,Charles,216,4,5,1,12,23,0
12420,Manny,Guerrero,0,0,0,5,0,28,0
12421,Al,Thompson,175,18,4,3,0,26,0
12422,Kagen,Mills,368,17,5,6,0,22,0
12423,Curt,Rodríguez,160,2,4,1,12,24,0
12424,Chris,Ballance,351,22,6,1,12,19,0
12425,Josh,Cartwright,209,18,5,1,11,23,0
12426,Danny,Forbes,0,0,0,4,0,26,0
12427,Duane,Ball,0,0,0,3,0,39,1
12428,Ernesto,Montés,117,9,3,1,11,23,0
12430,Chris,McCoy,105,29,2,7,0,30,0
12431,Tomás,Cabrera,0,0,0,1,11,27,1
12432,Steve,Curry,243,20,6,8,0,18,0
12433,Garry,McKenzie,0,0,0,4,0,42,1
12434,Mike,Augustus,0,0,0,8,0,21,0
12435,Pancho,Rodríguez,213,8,5,1,11,18,0
12437,Ángelo,Garza,0,0,0,5,0,42,1
12438,Eric,Skinner,0,0,0,1,13,22,0
12439,Dave,Newton,0,0,0,5,0,42,1
12440,Marcus,Widdup,1,0,1,1,11,18,0
12441,Greg,Johnstone,113,9,2,7,0,40,0
12442,César,Cuestas,389,0,11,1,11,17,0
12443,Raúl,Flores,255,22,6,1,12,19,0
12445,Phil,Wagner,6,0,1,1,11,37,0
12446,Jeremiah,Dickey,0,0,0,5,0,26,0
12447,Pancho,Dawson,93,27,2,5,0,25,0
12448,César,Vázquez,347,29,6,2,0,19,0
12449,Bobby,Yates,0,0,0,1,11,31,0
12450,Don,Williams,347,29,6,2,0,19,0
12451,José,Rodríguez,122,8,3,6,0,25,0
12452,Don,Evans,0,0,0,1,12,36,1
12455,Bob,White,14,0,1,1,12,30,0
12456,Jim,Carr,392,0,11,7,0,16,0
12457,Jed,Templeton,0,0,0,3,0,38,1
12459,Jeremy,Cunningham,29,0,1,1,11,33,0
12460,Greg,Scott,377,24,6,8,0,19,0
12461,Walt,Smith,97,22,2,9,0,24,0
12463,Dave,McCabe,167,26,4,9,0,23,0
12465,Jeff,Irwin,0,0,0,9,0,31,1
12466,Elroy,Hurst,165,7,4,8,0,23,0
12467,Pat,Wright,189,24,4,9,0,24,0
12468,Dan,Jackson,0,0,0,7,0,42,1
12469,Jimmy,Robbins,0,0,0,1,11,17,0
12470,Doug,Durham,0,0,0,2,0,38,1
12471,Greg,Bowling,26,0,1,5,0,29,0
12472,Robby,Wieghorst,0,0,0,6,0,21,0
12473,Gil,Williams,243,20,6,6,0,19,0
12474,Cipriano,García,392,0,11,5,0,16,0
12475,Derek,Best,392,0,11,9,0,17,0
12476,Alex,Sargent,17,0,1,5,0,26,0
12477,Mike,James,209,18,5,9,0,23,0
12478,Freddy,Glover,0,0,0,1,11,34,0
12479,Pat,Pace,0,0,0,1,12,37,1
12480,Marc,Smith,265,13,6,1,11,22,0
12481,Brad,Nicholson,181,10,4,9,0,20,0
12482,Ken,Sawyer,3,0,1,1,12,27,0
12483,Jhailyn,Warren,392,0,11,8,0,17,0
12484,Greg,Paniers,0,0,0,1,12,31,1
12485,Rob,Eldridge,152,14,4,4,0,25,0
12486,José,Navarro,0,0,0,1,11,21,0
12488,Rob,Young,0,0,0,3,0,39,1
12489,Max,White,176,15,4,1,12,24,0
12490,Mario,Batista,29,0,1,1,12,38,0
12491,Ed,Jones,392,0,11,7,0,17,0
12492,Don,Hughes,0,0,0,2,0,39,1
12493,Dwight,Hayward,289,1,6,8,0,20,0
12494,José,Delgado,153,23,4,1,12,24,0
12495,Bob,Bell,0,0,0,1,13,39,1
12496,Dave,Griffin,0,0,0,1,11,17,0
12497,Ernie,Pegum,145,12,3,1,12,26,0
12498,Chris,Calhoun,0,0,0,1,11,27,0
12499,Albert,Reyes,16,0,1,1,11,18,0
12500,Al,Moore,0,0,0,1,13,23,0
12502,Dave,Tillman,0,0,0,1,12,27,0
12503,Jonathan,McIntosh,373,2,5,8,0,23,0
